제품명,표준코드명
비오메틱스산(바실루스리케니포르미스균),"""8806698047509"",""8806698047516"""
비오메틱스캡슐(바실루스리케니포르미스균),"""8806698047400"",""8806698047417"",""8806698047424"",""8806698047431"""
비오알정(엔테로코쿠스페칼리스BIO-4R균),"""8806495009700"",""8806495009717"",""8806495009724"""
비오켄캡슐(바실루스리케니포르미스균),"""8806625032509"",""8806625032516"",""8806625032523"",""8806625032530"""
비오티스큐정,"""8806429028609"",""8806429028616"",""8806429028623"""
비오틴골드정5밀리그램,"8806707018711"""""
비오파이브과립,"8806427053818"""""
비오펜연질캡슐(덱시부프로펜),"""8806573046306"",""8806573046313"""
비오플250산(사카로마이세스보울라르디균),"""8806468024709"",""8806468024716"",""8806468024723"",""8806468024730"""
비오플250캡슐(사카로마이세스보울라르디균),"""8806468025409"",""8806468025416"",""8806468025423"",""8806468025430"""
비올씨정,"""8806476004205"",""8806476004212"",""8806476004229"",""8806476004236"",""8806476004243"""
비우다장용연질캡슐,"8806473039811"""""""
비우미정,"""8806486032908"",""8806486032915"",""8806486032922"""
비카린엠장용정,"8806228024819"""""""
비카인크림(리도카인),"""8806542024403"",""8806542024410"""
비카페롤정,"8806534040817"""""
비카페롤플러스정,"""8806534040923"",""8806534040916"",""8806534040909"",""8806534040930"",""8806534040947"""
비컴쿨캡슐,"8806604009911"""""""
비케어정,"""8806228022402"",""8806228022419"",""8806228022426"""
비코그린에스정,"8806703033718"""""
비코그린이지시럽(락툴로오스농축액),"""8806703042420"",""8806703042413"",""8806703042406"""
비코딜에스정,"""8800524022302"",""8800524022319"""
비코실린정,"8806458035418"""""""
비코엑스장용정,"8806903003719"""""""
비코윈정,"""8800551024706"",""8800551024713"",""8800551024720"""
비큐원스연질캡슐,"""8800551028308"",""8800551028315"""
비타디아에프연질캡슐,"""8806218027202"",""8806218027219"""
비타라민정,"8806701033819"""""""
비타마스정,"8806575034516"""""""
비타맥스정,"8806228004217"""""""
비타메드레모나산,"""8806476037326"",""8806476037302"",""8806476037340"",""8806476037357"",""8806476037364"",""8806476037371"",""8806476037319"",""8806476037333"",""8806476037388"",""8806476037395"""
비타메진캡슐50밀리그램,"8806400006510"""""
비타미노펜연질캡슐,"8806616055210"""""""
비타미니아정,"""8806427059506"",""8806427059513"",""8806427059520"""
비타비백정,"8806421030310"""""""
비타비스정,"8806547002918"""""
비타비케어정,"""8806481049000"",""8806481049017"""
비타빅연질캡슐,"8806985037619"""""""
비타씬-플러스정,"""8806446004600"",""8806446004617"",""8806446004624"""
비타씬맥스정,"""8806446042800"",""8806446042817"""
비타씬포르테엠정,"""8806446029405"",""8806446029412"""
비타엔젤츄어블정,"""8806422046907"",""8806422046914"""
비타월드정,"8806696049710"""""""
비타제트플러스정,"""8806486021902"",""8806486021919"",""8806486021926"""
비타케어에프정,"""8806452092608"",""8806452092615"""
비타코플러스연질캡슐,"""8806616020201"",""8806616020218"",""8806616020225"",""8806616020232"""
비타콘틴600정,"8806703039314"""""""
비타콤보정,"8806985037213"""""
비타콤비500정,"8806560005712"""""
비타큐텐에프정,"8806560029718"""""""
비타포린정,"8806228013516"""""
비타허브정,"8806581059718"""""""
비테인캡슐,"8806476036114"""""
비투비정,"""8800732003605"",""8800732003612"""
비투비플러스정,"8800732003711"""""""
비트리모정,"8806446023816"""""""
비트리플정,"8806998008705"""""
비파인정,"""8806258013302"",""8806258013319"""
비판텐연고(덱스판테놀),"""8806411001009"",""8806411001016"",""8806411001023"",""8806411001030"""
"비펜카타플라스마(플루르비프로펜)(수출명(싱가폴,말레이지아,태국):아쿠스탑카타플라스마)","""8806436011403"",""8806436011410"",""8806436011427"",""8806436011434"",""8806436049918"",""8806436049901"""
비프리연질캡슐,"8806616054718"""""""
비플렉스듀얼케어정,"""8806581084604"",""8806581084611"""
빅센액(L-아스파르트산-L-아르기닌수화물)(수출명 : Manpos),"""8806446005300"",""8806446005317"",""8806446005324"",""8806446005331"",""8806446005348"""
빅스코민에프정,"8806452105407"""""
빅시딘정75밀리그램(니자티딘),"""8806717038709"",""8806971009309"",""8806717038716"",""8806971009316"",""8806717038723"",""8806717038730"",""8806971009330"",""8806971009323"""
빅조인에프정,"""8806575033205"",""8806575033212"""
빅콘에스600정,"8806452084719"""""
빅콘에프600정,"8806452108019"""""
빅톤에프연질캡슐,"""8806538048406"",""8806538048413"",""8806538048420"""
뿌레콜에프캡슐,"8806613025216"""""
삐삐콜플러스정,"8806538008219"""""
삐콤씨액티브정,"8806421049411"""""
"삐콤씨에이스정
(수출명:유한삐콤씨에이스정)","""8806421006704"",""8806421006711"",""8806421006728"""
삐콤씨에프정(수출명:유한삐콤씨에프정),"""8806421006803"",""8806421006810"",""8806421006827"""
삐콤씨이브정,"""8806421042009"",""8806421042016"",""8806421042023"""
삐콤씨정,"""8806421042900"",""8806421042917"",""8806421042924"",""8806421042931"",""8806421042948"",""8806421042955"""
삐콤씨파워정,"""8806421054200"",""8806421054224"",""8806421054217"",""8806421054248"",""8806421054231"""
삐콤정,"8806421007015"""""
사노바겔(리도카인),"""8806498061408"",""8806498061415"",""8806498061422"",""8806498061439"""
사노바스프레이(리도카인)(수출명:노보틱스스프레이(NOVOTIXSpray)),"""8806498019508"",""8806498019515"",""8806498019522"",""8806498019539"""
사니크린카타플라스마,"""8800543001104"",""8806454004906"",""8800543001128"",""8806454004913"",""8800543001135"",""8806454004920"",""8800543001142"",""8806454004937"",""8800543001159"",""8806454004944"",""8800543001111"",""8806454004951"",""8800543003511"",""8800543003504"",""8806454036204"",""8800543001166"",""8806454036211"",""8806454004968"""
사라펜쿨카타플라스마(디클로페낙나트륨),"""8806534053909"",""8806534053916"""
사라펜플라스타(케토프로펜),"""8806534041210"",""8806534041203"",""8806534055415"",""8806534055408"""
사리돈에이정,"""8806411001108"",""8806411001115"",""8806411001122"""
사이프록실액(시클로피록스올아민),"""8806589003812"",""8806589003805"""
산코텍정(세티리진염산염)(수출명:TersetTab.),"""8806699019307"",""8806699019314"",""8806699019321"",""8806699019338"",""8806699019345"""
산타몬플러스액,"8806428008411"""""
산타몬플러스캡슐,"""8806428008503"",""8806428008527"""
삼남로페라마이드캡슐(로페라미드염산염),"""8806537004403"",""8806537004410"",""8806537004427"""
삼남아세트아미노펜정,"""8806537005103"",""8806537005110"",""8806537005127"""
삼남아세트아미노펜정500밀리그람,"8806537005219"""""
삼메틴정(트리메부틴말레산염),"""8806543013901"",""8806543013918"",""8806543013925"",""8806543013932"",""8806543013949"",""8806543013956"""
삼성브로멜라인장용정,"""8806423081914"",""8806423081921"",""8806423081907"""
삼성아모롤핀네일라카(아모롤핀염산염),"""8806423082508"",""8806423082515"""
삼성아스피린장용정100밀리그램,"8806423083314"""""
삼아리도멕스크림0.15%(프레드니솔론발레로아세테이트),"""8806457027919"",""8806457027902"",""8806457027926"""
삼아탄툼액(벤지다민염산염),"""8806457007904"",""8806457007911"",""8806457007928"",""8806457007935"",""8806457007942"",""8806457007959"",""8806457007966"",""8806457007973"",""8806457007980"",""8806457007997"",""8806457008017"",""8806457008024"",""8806457008031"",""8806457008048"",""8806457008055"",""8806457008062"",""8806457008079"",""8806457008086"",""8806457008093"",""8806457008116"""
삼익아세트아미노펜정500밀리그람,"8806440007812"""""
삼익아스피린장용정,"8806440032814"""""
삼익이부프로펜정,"""8806440008802"",""8806440008819"",""8806440008826"",""8806440008833"""
삼익퓨시드산나트륨연고,"8806440009311"""""
삼진아스피린장용정,"8806478039717"""""
삼진피록시캄겔,"8806478011515"""""
삼천당산화마그네슘정250밀리그람,"8806512007412"""""
새로덱스정100밀리그램(덱스판테놀),"""8806701049216"",""8806701049223"",""8806701049209"""
새로딘시럽(로라타딘),"""8806440009403"",""8806440009410"",""8806440009427"",""8806440009434"""
새로모아캡슐,"""8806619045805"",""8800582007815"",""8806619045812"",""8800582007808"""
새사래첩부제(퓨시드산나트륨),"""8806438014600"",""8806438014624"",""8806438014617"",""8806438018516"",""8806438018615"",""8806438018714"",""8806438018813"",""8806438018509"",""8806438018608"",""8806438018707"",""8806438018806"",""8806438018523"",""8806438018622"",""8806438018721"",""8806438019018"",""8806438019001"",""8806438018530"",""8806438014631"""
새솔크림,"""8800540003712"",""8800551024003"",""8806475003407"",""8806890016402"",""8800551024010"",""8806475003414"",""8806890016419"",""8800540003705"""
새크라손크림,"""8806560006108"",""8806560006115"",""8806560006122"",""8806560006139"",""8806560006146"""
생록수에프액,"""8806418050703"",""8806418050710"""
생생장캡슐(바실루스리케니포르미스균),"""8806701039002"",""8806701039026"",""8806701039019"""
생장환에스정,"""8806510001108"",""8806942004005"",""8806510001115"",""8806942004012"",""8806510001122"",""8806942004029"",""8806942004036"""
생큐환,"8806614011119"""""
샤이닝정,"""8806427018503"",""8806427018510"""
샤젠캡슐(니푸록사지드),"""8806448010500"",""8806998008408"",""8806448010517"",""8806998008415"",""8806448010524"",""8806448010531"""
서근령약교포,"""8806754000103"",""8806754000110"",""8806754000127"",""8806754000219"",""8806754000202"",""8806754000226"",""8806754000233"",""8806754000240"""
서울아스피린장용정,"8806529040822"""""
서울알마게이트정,"""8806529041003"",""8806529041010"",""8806529041027"""
서클베인장용정75밀리그램(아스피린),"""8806966008805"",""8806966008812"",""8806966008829"",""8806966008836"",""8806966008843"""
설페린큐캡슐,"""8806581082709"",""8806581082716"""
성광관장약,"""8806574001304"",""8806574001311"",""8806574001328"",""8806574001335"""
성광리도아가아제,"""8806574001502"",""8806574001519"",""8806574001526"",""8806574001533"",""8806574001540"",""8806574001557"",""8806574001564"""
성광멸균바세린거즈(백색바셀린),"""8806574001700"",""8806574001717"",""8806574001724"",""8806574001731"",""8806574001748"",""8806574001755"""
성광아시클로버크림,"8806574007016"""""""
성광알파헥시딘5%액(글루콘산클로르헥시딘액),"""8806574001908"",""8806574001915"",""8806574001922"",""8806574001939"",""8806574001946"""
성광알파헥시딘가글액(글루콘산클로르헥시딘액),"""8806574002004"",""8806574002011"",""8806574002028"",""8806574002035"",""8806574002042"",""8806574002059"""
성광티눈액,"8806574003513"""""
성광포비딘(포비돈요오드액10%),"""8806574002608"",""8806574002615"",""8806574002622"",""8806574002639"",""8806574002646"",""8806574002653"""
성광포스틱스왑액(포비돈요오드),"""8806574002707"",""8806574002714"",""8806574002745"",""8806574002752"",""8806574002769"",""8806574002776"",""8806574002783"",""8806574002790"",""8806574002813"",""8806574002820"""
성광헥시클렌액(클로르헥시딘글루콘산염 액),"""8806574002905"",""8806574002912"",""8806574002929"",""8806574002936"",""8806574002943"""
세가톤트로키(염화세칠피리디늄),"""8806542003200"",""8806542003217"",""8806542003224"""
세나서트2밀리그람질정,"8806559014008"""""
세네풀에스액,"8806574006811"""""""
세노바액(세티리진염산염),"""8806429007000"",""8806429007017"",""8806429007024"""
세노바정(세티리진염산염),"""8806429007109"",""8806429007116"",""8806429007123"",""8806429007130"",""8806429007147"""
세노바퀵연질캡슐(세티리진염산염),"""8806429062702"",""8806429062719"""
세노비아에프정,"8806218027813"""""
세다큐노즈연질캡슐,"8806476034806"""""""
세다큐코프연질캡슐,"8806476034707"""""""
세다큐콜드연질캡슐,"8806476034615"""""""
"세라진정(세티리진염산염)[수출명: Cera tablet, Allergen tablet, Unizef tablet, Highcera tablet]","""8806478011805"",""8806478011812"",""8806478011829"",""8806478011836"",""8806478011843"",""8806478011850"",""8806478011867"",""8806478011874"",""8806478011881"",""8806478011898"",""8806478029916"",""8806478029923"",""8806478029930"""
세란드정(알마게이트),"""8806478011904"",""8806478011911"",""8806478011928"",""8806478011935"""
세록센정(나프록센나트륨),"""8806619005908"",""8806619005915"",""8806619005922"",""8806619005939"",""8806619005946"",""8806619005953"",""8806619005960"""
세르나크림,"8806503007414"""""
세르비아캡슐(엔테로코쿠스페슘스트레인세르넬레68균),"""8806545006208"",""8806985001306"",""8806545006215"",""8806985001313"",""8806985001320"",""8806545006239"",""8806985001337"",""8806545006246"",""8806545006253"",""8806985001344"",""8806985001351"",""8806985001368"""
세리노즈정(세티리진염산염),"""8806473004802"",""8806473004819"",""8806473004826"",""8806473004833"",""8806473004840"""
세리콘정(아세트아미노펜),"""8806543014403"",""8806543014410"",""8806543014427"",""8806543014434"",""8806543014441"""
세리텍정(세티리진염산염),"""8806619006202"",""8806619006219"",""8806619006226"",""8806619006233"",""8806619006240"",""8806619006264"""
세리펙에스정,"""8806228000400"",""8806552004303"",""8806228000417"",""8806552004310"""
세린드연고,"8806538031316"""""""
세미론정,"""8806543014601"",""8806543014618"",""8806543014625"",""8806543014632"",""8806543014649"",""8806543014656"",""8806543014663"",""8806543014670"",""8806543014694"",""8806543014687"""
